step,domain,loss,bhaya_fired,bhaya_firing_rate,buddhi_score,vairagya_protection_frac,karma_pruned_frac,prana_level
0,0,1.244383,False,0.0,0.02743813109833486,0.0,0.0,1.0
1,0,1.186861,False,0.0,0.028305096310927595,0.00042705535888671876,0.0,1.0
2,0,1.127513,False,0.0,0.02919863268418474,0.0004283905029296875,0.0,1.0
3,0,1.559633,False,0.0,0.03011950191351196,0.0004283905029296875,0.0,1.0
4,0,0.83581,False,0.0,0.03106848415966741,0.0005061149597167969,0.0,1.0
5,0,0.359669,False,0.0,0.03204637827643718,0.0005689620971679688,0.0,1.0
6,0,1.100474,False,0.0,0.03305400202515856,0.0005689620971679688,0.0,1.0
7,0,1.412234,False,0.0,0.03409219227467352,0.0005689620971679688,0.0,1.0
8,0,0.631372,False,0.0,0.03516180518521524,0.0007212638854980468,0.0,1.0
9,0,0.696693,False,0.0,0.036263716374648335,0.0007212638854980468,0.0,1.0
10,0,0.380864,False,0.0,0.03739882106539965,0.0007603645324707031,0.0,1.0
11,0,0.93882,False,0.0,0.038568034210330206,0.0007603645324707031,0.0,1.0
12,0,0.064807,False,0.0,0.0397722905957109,0.0007964134216308594,0.0,1.0
13,0,0.900998,False,0.0,0.041012544919375574,0.0007964134216308594,0.0,1.0
14,0,0.513706,False,0.0,0.042289771842033794,0.0007964134216308594,0.0,1.0
15,0,0.538685,False,0.0,0.04360496600963426,0.0007964134216308594,0.0,1.0
16,0,1.033153,False,0.0,0.04495914204457714,0.0007964134216308594,0.0,1.0
17,0,2.667269,True,0.05555555555555555,0.04635333450348081,0.0007964134216308594,0.0,1.0
18,0,0.719245,False,0.05263157894736842,0.047788597799115824,0.0010832786560058595,0.0,1.0
19,0,0.236642,False,0.05,0.049266006084026655,0.001136016845703125,0.0,1.0
20,0,0.913819,False,0.047619047619047616,0.050786653093270864,0.001136016845703125,0.0,1.0
21,0,0.148636,False,0.045454545454545456,0.05235165194361579,0.0012732505798339843,0.0,1.0
22,0,0.378629,False,0.043478260869565216,0.053962134886445655,0.0012732505798339843,0.0,1.0
23,0,0.159128,False,0.041666666666666664,0.05561925301154815,0.0013272285461425782,0.0,1.0
24,0,0.310348,False,0.04,0.057324175898868755,0.0013272285461425782,0.0,1.0
25,0,0.451884,False,0.038461538461538464,0.05907809121524554,0.0013272285461425782,0.0,1.0
26,0,0.208767,False,0.037037037037037035,0.06088220425306674,0.0014711380004882812,0.0,1.0
27,0,0.277441,False,0.03571428571428571,0.06273773740772909,0.0014711380004882812,0.0,1.0
28,0,0.759811,False,0.034482758620689655,0.06464592959071908,0.0014711380004882812,0.0,1.0
29,0,0.284212,False,0.03333333333333333,0.06660803557509065,0.001618194580078125,0.0,1.0
30,0,0.38308,False,0.03225806451612903,0.06862532527007503,0.001618194580078125,0.0,1.0
31,0,0.216831,False,0.03125,0.07069908292153071,0.0016160011291503906,0.0,1.0
32,0,0.064756,False,0.030303030303030304,0.07283060623492708,0.00159912109375,0.0,1.0
33,0,0.807975,False,0.029411764705882353,0.07502120541755361,0.00159912109375,0.0,1.0
34,0,0.314618,False,0.02857142857142857,0.07727220213665989,0.00129547119140625,0.0,1.0
35,0,0.108531,False,0.027777777777777776,0.07958492839026306,0.0013501167297363282,0.0,1.0
36,0,1.028597,False,0.02702702702702703,0.08196072528740715,0.0013501167297363282,0.0,1.0
37,0,0.860428,False,0.02631578947368421,0.08440094173472694,0.0013611793518066406,0.0,1.0
38,0,0.649339,False,0.02564102564102564,0.08690693302625986,0.001435565948486328,0.0,1.0
39,0,1.265709,True,0.05,0.0894800593335614,0.001435565948486328,0.0,1.0
40,0,0.645708,False,0.04878048780487805,0.09212168409331789,0.001359844207763672,0.0,1.0
41,0,1.076636,False,0.047619047619047616,0.09483317228981472,0.001359844207763672,0.0,1.0
42,0,0.221798,False,0.046511627906976744,0.09761588862981131,0.0015012741088867188,0.0,1.0
43,0,0.20086,False,0.045454545454545456,0.10047119560759603,0.0014986038208007813,0.0,1.0
44,0,0.187042,False,0.044444444444444446,0.10340045145824957,0.0014989852905273437,0.0,1.0
45,0,0.789687,False,0.043478260869565216,0.1064050079974321,0.0014989852905273437,0.0,1.0
46,0,0.561524,False,0.0425531914893617,0.1094862083463327,0.00159759521484375,0.0,1.0
47,0,0.421471,False,0.041666666666666664,0.1126453845407773,0.0016718864440917968,0.0,1.0
48,0,1.33119,True,0.061224489795918366,0.11588385502388747,0.0016718864440917968,0.0,1.0
49,0,0.862093,False,0.06,0.11920292202211755,0.0014117240905761718,0.0,1.0
50,0,0.113371,False,0.058823529411764705,0.12260386880496972,0.0014964103698730468,0.0,1.0
51,0,0.560013,False,0.057692307692307696,0.1260879568292025,0.0014964103698730468,0.0,1.0
52,0,0.351694,False,0.05660377358490566,0.12965642276890063,0.0014506340026855468,0.0,1.0
53,0,0.219777,False,0.05555555555555555,0.13331047543337043,0.0014662742614746094,0.0,1.0
54,0,0.368752,False,0.05454545454545454,0.13705129257545964,0.0014662742614746094,0.0,1.0
55,0,0.093854,False,0.05357142857142857,0.14088001759357577,0.0013677597045898438,0.0,1.0
56,0,0.41996,False,0.05263157894736842,0.14479775613139054,0.0013677597045898438,0.0,1.0
57,0,0.538748,False,0.05172413793103448,0.14880557257997037,0.0013677597045898438,0.0,1.0
58,0,0.11166,False,0.05084745762711865,0.15290448648785823,0.0014467239379882812,0.0,1.0
59,0,0.566736,False,0.05,0.1570954688854527,0.0014467239379882812,0.0,1.0
60,0,1.61527,True,0.06557377049180328,0.16137943853087977,0.0014467239379882812,0.0,1.0
61,0,0.577919,False,0.06451612903225806,0.16575725808542907,0.0011890411376953125,0.0,1.0
62,0,0.913441,False,0.06349206349206349,0.1702297302275252,0.0011890411376953125,0.0,1.0
63,0,0.488667,False,0.0625,0.1747975937151207,0.0014377593994140624,0.0,1.0
64,0,0.206297,False,0.06153846153846154,0.17946151940732682,0.001384735107421875,0.0,1.0
65,0,0.531829,False,0.06060606060606061,0.18422210625703123,0.001384735107421875,0.0,1.0
66,0,1.082372,True,0.07462686567164178,0.18907987728718928,0.001384735107421875,0.0,1.0
67,0,1.286695,True,0.08823529411764706,0.1940352755643991,0.001384735107421875,0.0,1.0
68,0,1.385172,True,0.10144927536231885,0.19908866018428378,0.001384735107421875,0.0,1.0
69,0,0.202222,False,0.1,0.2042403022840918,0.0011330604553222655,0.0,1.0
70,0,0.735143,False,0.09859154929577464,0.20949038109877877,0.0011330604553222655,0.0,1.0
71,0,0.132849,False,0.09722222222222222,0.21483898007764848,0.0012948989868164062,0.0,1.0
72,0,0.199905,False,0.0958904109589041,0.2202860830793872,0.0012948989868164062,0.0,1.0
73,0,1.089455,True,0.10810810810810811,0.22583157066402545,0.0012948989868164062,0.0,1.0
74,0,0.332879,False,0.10666666666666667,0.23147521650098232,0.0013413429260253906,0.0,1.0
75,0,0.349908,False,0.10526315789473684,0.237216683912889,0.0013413429260253906,0.0,1.0
76,0,0.151477,False,0.1038961038961039,0.24305552257533283,0.0014171600341796875,0.0,1.0
77,0,1.681156,True,0.11538461538461539,0.24899116539300367,0.0014171600341796875,0.0,1.0
78,0,0.342944,False,0.11392405063291139,0.25502292557295014,0.001234149932861328,0.0,1.0
79,0,0.696598,False,0.1125,0.261149993915751,0.001234149932861328,0.0,1.0
80,0,1.008875,False,0.1111111111111111,0.26737143634537386,0.001234149932861328,0.0,1.0
81,0,0.097719,False,0.10975609756097561,0.273686191698313,0.0011055946350097656,0.0,1.0
82,0,0.072622,False,0.10843373493975904,0.28009306979226756,0.0011067390441894531,0.0,1.0
83,0,0.128417,False,0.10714285714285714,0.2865907497941342,0.0011067390441894531,0.0,1.0
84,0,0.321025,False,0.10588235294117647,0.29317777890643243,0.0011067390441894531,0.0,1.0
85,0,1.451095,True,0.11627906976744186,0.2998525713904629,0.0011067390441894531,0.0,1.0
86,0,2.188612,True,0.12643678160919541,0.3066134079435043,0.0011067390441894531,0.0,1.0
87,0,0.119648,False,0.125,0.3134584354461889,0.0008614540100097656,0.0,1.0
88,0,0.05279,False,0.12359550561797752,0.3203856670948646,0.0008612632751464844,0.0,1.0
89,0,0.298467,False,0.12222222222222222,0.3273929829322395,0.0008612632751464844,0.0,1.0
90,0,1.258451,True,0.13186813186813187,0.3344781307879405,0.0008612632751464844,0.0,1.0
91,0,0.244028,False,0.13043478260869565,0.34163872763878583,0.0008349418640136719,0.0,1.0
92,0,0.873445,False,0.12903225806451613,0.348872261396595,0.0008349418640136719,0.0,1.0
93,0,0.13295,False,0.1276595744680851,0.3561760931292443,0.0009041786193847656,0.0,1.0
94,0,0.18276,False,0.12631578947368421,0.36354745971843366,0.0009041786193847656,0.0,1.0
95,0,0.287267,False,0.125,0.3709834769552774,0.0009041786193847656,0.0,1.0
96,0,0.276988,False,0.12371134020618557,0.378481143072389,0.0009046554565429688,0.0,1.0
97,0,0.764316,False,0.12244897959183673,0.3860373427086035,0.0009046554565429688,0.0,1.0
98,0,0.725705,False,0.12121212121212122,0.3936488512999092,0.0009095191955566407,0.0,1.0
99,0,0.682139,False,0.12,0.401312339887548,0.0009173393249511719,0.0,1.0
100,0,0.866697,False,0.1188118811881188,0.4090243803316261,0.0009173393249511719,0.0,1.0
101,0,0.164122,False,0.11764705882352941,0.4167814509159666,0.0010136604309082032,0.0,1.0
102,0,0.209586,False,0.11650485436893204,0.4245799423273733,0.0010136604309082032,0.0,1.0
103,0,0.294971,False,0.11538461538461539,0.4324161639899626,0.0010136604309082032,0.0,1.0
104,0,0.123182,False,0.11428571428571428,0.440286350732807,0.001058673858642578,0.0,1.0
105,0,0.669918,False,0.11320754716981132,0.4481866697668298,0.001058673858642578,0.0,1.0
106,0,0.413383,False,0.11214953271028037,0.4561132279447144,0.0011351585388183593,0.0,1.0
107,0,0.139321,False,0.1111111111111111,0.4640620792755912,0.0012246131896972655,0.0,1.0
108,0,0.277406,False,0.11009174311926606,0.47202923266442653,0.0012246131896972655,0.0,1.0
109,0,0.285145,False,0.10909090909090909,0.48001065984441826,0.0012246131896972655,0.0,1.0
110,0,0.139835,False,0.10810810810810811,0.48800230346928214,0.001252460479736328,0.0,1.0
111,0,0.429902,False,0.10714285714285714,0.49600008533114887,0.001252460479736328,0.0,1.0
112,0,1.447994,True,0.11504424778761062,0.5039999146688512,0.001252460479736328,0.0,1.0
113,0,0.835818,False,0.11403508771929824,0.5119976965307179,0.0012402534484863281,0.0,1.0
114,0,0.376624,False,0.11304347826086956,0.5199893401555818,0.0013323783874511718,0.0,1.0
115,0,0.257192,False,0.11206896551724138,0.5279707673355735,0.001390838623046875,0.0,1.0
116,0,0.320774,False,0.1111111111111111,0.5359379207244089,0.001390838623046875,0.0,1.0
117,0,2.473933,True,0.11864406779661017,0.5438867720552856,0.001390838623046875,0.0,1.0
118,0,0.08183,False,0.11764705882352941,0.5518133302331701,0.0010037422180175781,0.0,1.0
119,0,0.215342,False,0.11666666666666667,0.5597136492671929,0.0010037422180175781,0.0,1.0
120,0,0.348173,False,0.11570247933884298,0.5675838360100374,0.0010037422180175781,0.0,1.0
121,0,0.343705,False,0.11475409836065574,0.5754200576726266,0.001004505157470703,0.0,1.0
122,0,0.131156,False,0.11382113821138211,0.5832185490840334,0.0010609626770019531,0.0,1.0
123,0,0.309178,False,0.11290322580645161,0.590975619668374,0.0010609626770019531,0.0,1.0
124,0,1.076166,True,0.12,0.598687660112452,0.0010609626770019531,0.0,1.0
125,0,0.691905,False,0.11904761904761904,0.6063511487000909,0.0011846542358398438,0.0,1.0
126,0,0.346232,False,0.11811023622047244,0.6139626572913965,0.0012502670288085938,0.0,1.0
127,0,1.057584,True,0.125,0.621518856927611,0.0012502670288085938,0.0,1.0
128,0,0.418216,False,0.12403100775193798,0.6290165230447227,0.0012997627258300782,0.0,1.0
129,0,0.789597,False,0.12307692307692308,0.6364525402815664,0.0012997627258300782,0.0,1.0
130,0,0.709307,False,0.12213740458015267,0.6438239068707557,0.0013490676879882812,0.0,1.0
131,0,0.174852,False,0.12121212121212122,0.6511277386034051,0.0014815330505371094,0.0,1.0
132,0,0.419001,False,0.12030075187969924,0.6583612723612142,0.0014815330505371094,0.0,1.0
133,0,0.120926,False,0.11940298507462686,0.6655218692120595,0.0015392303466796875,0.0,1.0
134,0,0.549245,False,0.11851851851851852,0.6726070170677605,0.0015392303466796875,0.0,1.0
135,0,0.152938,False,0.11764705882352941,0.6796143329051354,0.0014007568359375,0.0,1.0
